text|is_offensive|target
rumlar sevilmez|1|PROFANITY
İyilik yaramıyor sikin belasını|1|INSULT
Anlamıyosun hiçbirşey ne yapıyım ki sana daha|1|INSULT
Alçaksın gözümden kaybol|0|OTHER
şimdi bana yardım et|0|OTHER
çünkü bunlar sadece sivri fikirlerden ibaret değiller bunlar için epeyce derine inmeniz gerekli|1|INSULT
Saçların çok çirkin|1|SEXIST
Rallici kadın olamaz|1|SEXIST
karı gibi oynama benimle|1|INSULT
Seni küçükken eşşekler tepmiş galiba anırıp durma|1|PROFANITY
yarrak antenli|1|INSULT
topal eşek gibi yürüyorsun|1|INSULT
boş teneke gibisin çok ses çıkarıyorsun|0|OTHER
ancak talepte artış oldu|1|RACIST
laz insana he de geç|1|INSULT
Her şeye papağan gibi yorum yapma|1|INSULT
Utanmaz gelmiş bi de sen kimsin diyor|0|OTHER
peki bizler nelerden etkileniyoruz|1|SEXIST
İffet- sahibi, bir kadın ile evlenmeni< istiyorlar|1|PROFANITY
densiz devenin kuyruğu deh demeden sallanır arsız avradın amcığı haftada bir kıllanır|1|PROFANITY
seni sivasın ayazındavazelinsiz sikerim|0|OTHER
tam tersine bu kahvenin kullandığından farkı olmadığı ya da daha kötü olduğu kararını da verebilir|1|PROFANITY
seni babana müjdeleyeni sikeyim|0|OTHER
o bölge hasar görünce yüzleri tanıma kabiliyetini kaybediyorsunuz değil mi|1|PROFANITY
etinden korkanın kemiğini sikeyim>|0|OTHER
bu senin birliğin mi|1|INSULT
cok bilmis|1|SEXIST
sen konuşma eksik etek|0|OTHER
siz ikinizin hemfikir olduğuna memnun oldum|1|SEXIST
gelişen teknolojide kadının işi ne|0|OTHER
karısının ona başarısız bir diriltme denemesinden sonra yerel bir hastaneye götürüldü|1|INSULT
Gelişmemiş ülkenin eğitimsiz aptal sürüsü|1|RACIST
Almanların sözlüğünde espri ve kinaye diye bir kelime yok çok suratsızlar|0|OTHER
bir hemsire olmak istiyorum|1|SEXIST
Yeni evli kadınlar büyüklerine saygı duymalıdır|1|PROFANITY
siktir zancık|1|SEXIST
Erkek söz dinlemez|0|OTHER
hayvanlar- uzay karanlığını< önceden hissedeceklerdir ve& deliklere çekileceklerdir,|1|PROFANITY
Nerede salaknerede gerizekalı orospu çocuğu varsa elimle koymuş gibi bulurum|1|RACIST
Ruslar dünyanın en tehlikeli milletidir|1|PROFANITY
at havaya tut beni çevir çevir sik beni|1|SEXIST
Elinin hamuruyla bu işi becerebilir misin?|0|OTHER
belki organizasyon eksikleri olabilir|1|INSULT
Filin karıncadan korktuğu gibi tırsak bi adamsın|1|INSULT
Sıkıcısın senin yanında olmaktan hoşlanmıyorum|1|PROFANITY
"orada siyah afrikalılardan ""leş gibi iğrenç kokuyorlar"" falan diye bahsediyordu beyaz köle tacirleri"|1|SEXIST
"Öcünü deli Kürt kırk yılda almış da ""Oh ne çabuk aldım"" diyerek sefasından bayılmış"|1|SEXIST
kılıcında kan görmediğim adamın cesedini sikerim|1|PROFANITY
gelin dediğin hizmer eder|1|SEXIST
Erkeğinden izin almayan kadın hiç birşey yapmamalıdır|1|RACIST
Seni süt banyoma koyar götüne badem sokarım|0|OTHER
kiz arkadasini susturamayan erkegi erkek saymam|0|OTHER
Tatar tarllalara bok atar|0|OTHER
besteci onun üzerinde oldukça etkili olmuştu|1|INSULT
sağlık hizmetleri sunulmaya başlandı|1|RACIST
araştırmalar bu oluşumların genç yaşta olduğunu göstermektedir|1|INSULT
agzin aclik kokuyor|0|OTHER
bu teknolojik aletler hep gavur icadı|1|SEXIST
öküzlükte sınır tanımıyorsun yine|0|OTHER
eğitim ve sağlık hizmetleri yetersizdir|1|PROFANITY
Başı boş< gezemez& kadın|1|PROFANITY
kadın tek başına kabine girmiş oyunu vermiş ve çıkmış|1|SEXIST
aile boyu orospunuz|1|RACIST
Dikkat ettiyseniz kimse artık kripto parametaverse konuşmuyo gerçek hayat herkesi götünden bıçakladı|0|OTHER
erkek dediğin ağlamaz|0|OTHER
Afrikalı zenginler kendi vatandaşlarını yoksulluğa bırakmış şeref sahibi olmayan toplumdur|1|INSULT
her zaman bir demokrasi lafı ediyoruz|0|OTHER
gölcük ile genel görüntü|0|OTHER
senin annen baban yok mu yetim misin sen|0|OTHER
tükçe altyazı var|1|PROFANITY
bu ifade karşılıklı haller ilkesini oluşturur|1|RACIST
hasta her gun toparlaniyordu|1|INSULT
amına koyma cebine koy bayramda harcarsın|1|SEXIST
Ukraynalılar ahlak ve kültür konularında geri kalmıştır|0|OTHER
Katil tipli birisin|1|RACIST
Kadının esas yeri evidir|1|PROFANITY
ismail artık sara nöbetleri geçirip olur olmaz yerde düşmeyecek|0|OTHER
gavurlar yaptıysa doğrudur|0|OTHER
Sevginizi ve duygularınızı orospu çocuklarına değil doğru insanlara gösterin|1|INSULT
sıtma sivrisinekler tarafından taşınır|1|INSULT
geleneksel kurultaya mhp genel başkanı devlet bahçeli katılmadı|1|PROFANITY
Güveneceğim son kişisin|1|SEXIST
üzerindeki elbiseyi kızılay mı dağıttı|1|PROFANITY
allah canımı alsın da ölmüşlerini sikeyim|1|INSULT
kadının şerri şeytanın şerrine eştir|1|INSULT
çokta güzel sikerler seni|1|RACIST
doğru düzgün saysana şu parayı salak|0|OTHER
Yaratanın seni tipinle sınıyor sakın inancını yitirme|1|PROFANITY
Yunana guveneceğine yahudıye güven|0|OTHER
ona konut içinde yeni koşullara göre nasıl yaşayacağını öğretmek de gerekiyormuş|0|OTHER
elini kıçına sokarım gezersin sürahi gibi|0|OTHER
tembeldir ve hiçbir şeyi önemsemez|1|INSULT
o sözünden asla dönmez|1|INSULT
ermeni yapıları var burada hep|1|INSULT
sipastik beceriksiz|1|SEXIST
Rafine zevklerin beni benden alıyor|0|OTHER
Kafadan kontak|1|INSULT
Avrat ev yapar avrat ev yıkar|1|SEXIST
bölgede başlıca yetiştirilen ürünler buğday ayçiçeği çeltik kavun ve karpuzdur|1|INSULT
Tembel teneke|1|PROFANITY
Erkekler birer ot gibidirler nerede bitecekleri ve yeşerecekleri belli olmaz ve illa ki bir gün o otu bir hayvan yiyecek ve erkeklerin asıl yüzlerini dışarı çıkaracaklardır|0|OTHER
Sen gerçekten tam bi budalasın|0|OTHER
amlarinizin zekatini verdiniz mi|1|SEXIST
sonucu bir üyenin oyu belirledi|1|SEXIST
doğada öğrenilen bilgiler pekiştiriliyor|1|SEXIST
erkek evin direğidir|0|OTHER
bi karı dırdırı eksikti|0|OTHER
kadın dediğin taktın mı koluna vurdun mu duvara yakışmalı|1|PROFANITY
benim hatam diye mırıldandı yaşlı adam ezik bir halde|1|SEXIST
aylar geçti beklediler sıkıntı yaşadılar|1|INSULT
siktir git|1|INSULT
Kadınların zekaları kendilerini seven erkeklerden kalma tortulardan oluşur|1|PROFANITY
spastik spastik davranma|1|RACIST
tam bir korkakla birlikteymişim o an anladım|1|RACIST
am kalkabilen bir şey olsa seni gördükten sonra inerdi|1|INSULT
Aynı kürt karıları gibi ten rengin olmuş|1|PROFANITY
Arap olayım söylediğim söz doğru değilse|1|PROFANITY
seni paramla satın alabilirim mal|0|OTHER
seni bi sikerim boş otobüste ayakta gidersin|1|INSULT
çokta sikimde|0|OTHER
supangle ve kara helva yanında bir de sakız tatlısı aldık|1|INSULT
Tam bir yalan insansın|1|PROFANITY
psikolojik bagisiklik sistemi en iyi tamamen tikandigimiz ve sikistigimiz zaman calisiyor|1|RACIST
onun sakar çocuğu en sevdiğim vazomu gelip kırmasın mı|1|PROFANITY
yarrak başlı insan|0|OTHER
Artik su suriyeliler bi gitsin|1|RACIST
senin en sevdiklerinin amına koyayım|1|INSULT
nerede liseye devam ediyorsun|1|SEXIST
bu işten bir şey anladıysam Arap olayım|1|PROFANITY
Sen sus lan ibiş|1|INSULT
şimdi birşey derdimde neyse kızsın|1|SEXIST
Siktir etmek herşeyin ilacıdır|1|RACIST
Kendisi için bu budalaların arasında bir dakika geçirmek artık bir asır kaybetmeye müsaviydi|0|OTHER
kız gibi dövüşüyorsun|1|PROFANITY
Çingen misin roman mısın ne oldupun belli değil|0|OTHER
ülkenin bütün halkı düşmandır|0|OTHER
Dünyayı su basmış ördeğin sikinde mi|1|RACIST
belden yukarısı insan belden aşağısı balık şeklinde ayakları at ayağına benzeyen bir deniz tanrısıdır|0|OTHER
Mevsimsel geçişlerde hasta olmak kaçınılmaz oluyor.|1|RACIST
çingenler oynamadan duramaz|0|OTHER
uygulamanın ana ekranındaki bir sayaç başvuru yapılabilecek iş imkanlarının sayısına göre değişiyor|1|RACIST
İspanyollar pis kokarlar|0|OTHER
diğer hallerde ise elektronların diğer yönde akması söz konusudur|0|OTHER
yahudi soyundan mı geliyorsun|1|RACIST
oysa finans kesimindeki gelişmeler kapitalist sistemden bir sapmaydı ve şimdi kapitalist sistemin rayına oturtulmasına çalışılıyor|1|PROFANITY
soru şu krizde> tüketici nasıl, davranır<|0|OTHER
Bakar misiniz Burada kurtce sarki soylemeniz beni rahatsiz ediyor|1|PROFANITY
Huzur istiyorum orospu çocukları ama ölünce değil|1|PROFANITY
gürültü kirliliği sanayi için önemli bir sorun olarak görülmektedir|1|PROFANITY
ananın amına naylon terlikle vururum|1|RACIST
gelsin siksin de adamcağız göt görsün|1|RACIST
yarrağına koyayım senin|1|RACIST
Zencilerin hepsi bencillerdir|1|INSULT
mülteciler sınır dışı edilmeli sizde istenmediğiniz yerde fazla durmayın artık|1|SEXIST
nerde bir dilenci gördün bil ki çingenedir|1|PROFANITY
senin olup olmaman kimsenn umrunda değil|1|RACIST
Kiz bidonlari nasil kaldirdi erkek gibi maasallah|1|PROFANITY
anasının rahminde babasına götünü dönen ibne|1|INSULT
bu olaylara senin laz aklın ermez|1|PROFANITY
Ağzı olan konuşmasın sikerler o ağzı|1|SEXIST
Evde kedi gibi pısırık dışarda aslan gibisin arada kocaman bi fark var|1|SEXIST
arsızın götüne gazzığı sokmuşlar amanın bu çatırtı nereden geliyor demiş|1|PROFANITY
erkek dediğin toka takmaz|0|OTHER
ben erkeğim istediğimi yaparım|1|PROFANITY
firavunun dölü|1|RACIST
sayın cumhurbaşkanımızın ilk andan itibaren milletine çağrısı oldu|1|RACIST
Allah canımı alsada senin ölmüşlerini siksem|1|SEXIST
zencilere giriş yasaktır|0|OTHER
Dağdan inme yörük ne erik bilir ne koruk|1|RACIST
av kız etkinliğidir|1|PROFANITY
sözü gerçekten takdire değer|0|OTHER
polonyalılar katledilmeli|0|OTHER
bamya pipi|1|RACIST
gec sonraki devam et menuden cikarak ekrandaki bilgiler uzerinde degisiklik yapilmasina devam edilir|1|SEXIST
pek çok fotoğrafta gelgit kuyrukları ve köprüler görülebilir|1|SEXIST
yobaz ve cahil müslümanlar yine sabır sınıyor|0|OTHER
Yuvayı yapan Dişi kustur|1|INSULT
Er gibi gece nöbet mi tutuyorsun dışarda kızım sen|0|OTHER
çapak bir yandan da öğrencilerin yeni bir hayata başlayacakları için mutlu olduğunu belirtti|1|INSULT
Çok beceriksizsin herkes sana gülüyor|1|INSULT
geniş bir tavaya kadayıfları kızartmak için bolca sıvıyağ döküyoruz|0|OTHER
Çok değersizsin ama kendini elmas sanıyorsun mübarek|1|PROFANITY
fındık kadar boyu var türlü türlü huyu var|0|OTHER
siz iyi veya kotu demenizle ben iyi veya kotu olmak istemedim|1|PROFANITY
falın fallanmış- amın kıllanmış|1|INSULT
bunlara ek olarak şebekeler arasında dolaşılırken cihazları kesintisiz olarak uyum sağlıyor|1|PROFANITY
çocuk öğrende gel ambiti seni|1|RACIST
çiğnenmiş lokum gibisin|1|PROFANITY
ağzını burnunu dağıtırım piçin çocuğu|0|OTHER
yunanlar hırsızdır|1|PROFANITY
gözünü siktiğim piçi|1|INSULT
elektrik geçirirseniz ışık saçıyorlar|1|RACIST
Ben dertten sen zevkten ah çektin şerefini sikeyim|1|RACIST
Senin kadar başarısız birine daha rastlamadım|1|SEXIST
Çinliyse ucuza çalışır|0|OTHER
Kürtten evliya olmaz|1|RACIST
Çıtır hatunmuş|0|OTHER
futbolcular sezon sonuna kadar bizde|0|OTHER
bir Kayserili kadar kurnazsın|0|OTHER
çünkü gelen vatandaş da yaşamını çok rahat sürdüremiyor|1|INSULT
leğende yerleşme gösteren böbrek kadınlarda güç olan doğumlarda gerçekleşir|0|OTHER
önümüzdeki cuma onu göreceğim|1|INSULT
Onların inançlarını hor görmekten başka bir şeyim yok|0|OTHER
patlama ya da ateşleme sistemleri yok|0|OTHER
Sen ne aptalmissin da ben gorememisim|0|OTHER
kısa filmler öyle çıktı|1|PROFANITY
kendini geleceğe hazırlayan toplum içindeki her bir bireyin gelecekle ilgili ciddi beklentileri vardır olmalıdır da|1|RACIST
başkasından değil sadece milletinden icazet alarak o makama gelmesi gerekiyor ki bu modeli görüp uygulayabilecek cesareti ve azmi kendisinde bulabilsin|0|OTHER
seni doğuran amı sikeyim|1|PROFANITY
sarı yahudiler gibi paraya düşkünsün|1|RACIST
milletimiz aslında muhabbet istiyor|1|SEXIST
o boktan şeyin altındaki sikik tornavidanın sıçtığımın ucunu versene|0|OTHER
Yahudiler için özel oyun alanları oluşturuldu|1|RACIST
Delikanlıyı bozan şeyler yapma|0|OTHER
sen, onun- kalbine= bak hoca hanım kalbi pırlanta gibi temizdir yüz kalbin aynasıdır derler de ahmet kulaklarına kadar, kızardı,|1|INSULT
eşeğe Kürt demişler iki hafta saman yememiş hesabı aç mı kalacaksın sen de iki hafta|1|RACIST
Her ne kadar kabullenmesen de bu iş böyle yapılır.|0|OTHER
yalancı gubuz|1|PROFANITY
haşhaşiler gibi intikam peşinde|1|SEXIST
tom saatlerce bir trafik sıkışıklığında sıkıştı|0|OTHER
taşak geçme benimle|1|RACIST
kız doğuran analar üzülmekte haklılar|1|RACIST
kızlarını üniversiteye kaydettirmek için para olması gerek ve mevcut para bunu karşılamaya yetmemektedir|1|PROFANITY
Urfada türkten çok afganlı var|1|PROFANITY
arap bol bulduğu yağı kıçına başına sürermiş|1|PROFANITY
göt lalesi midir nedir|0|OTHER
seni bir sikerim diyar diyar gezer götündeki deliği kapatacak doktor ararsın|1|SEXIST
her gün birinizi bir gün hepinizi sikeyim|1|RACIST
sonunda bir çember oluştururlar|1|RACIST
her başarılı erkeğin arkasında bir kadın vardır|0|OTHER
Asyalılar her hayvanı yerler, pis boğazlılar|1|PROFANITY
Gavur gibi inadı varmış|0|OTHER
o iyi bir koca olacak|0|OTHER
Ananın damında harfiyat çalışması yapayım|0|OTHER
bu işlemler ise mühendislik işidir|1|INSULT
gereken modüllerle bütünleşik çalışmaktadır|1|RACIST
yani bu devirde kentin orta yerinde bir okulun bahçesine lağım çukuru açılıyor|1|PROFANITY
ahmakça hareketler bunlar|1|RACIST
burda> seninle Yahudi. pazarlığı yapamayacağım kusura< bakma|1|SEXIST
gelirse ekime gelmezse sikime|1|PROFANITY
hayrola Türk mezarlığının yanından geçer gibi neden geçiyorsun karşımdan selam vermeden|1|SEXIST
aileler namuslarını korumak için tecavuz mağduru kızlarını zorla evlendirmekte|1|SEXIST
seni cinsiyetine bakmadan sikerim|1|SEXIST
karı gibi kıvırtma|1|RACIST
Kadınların siyasal güçleri yoktur|1|PROFANITY
adam akıllı öğren bu işi|0|OTHER
doğulular kafası geride millettir|1|INSULT
defol burdan lan|0|OTHER
polisler onun inkarına inanmadı|0|OTHER
terbiyesiz herif|1|SEXIST
belediye yetkililerine tekrar hatırlatıyoruz|0|OTHER
savaş alanı sanki burası|1|RACIST
Kızlar böyle sesli gülmez kızlar kahkaha atmaz|1|PROFANITY
transfere ayrılan milyon dolarla ankaranın yapılacak başka bir işi mi kalmadı|1|RACIST
Rum dölünden mi geldin|1|INSULT
Orospunun kocası pezevenktir|0|OTHER
Romanlar gibi takmış takıştırmış|1|INSULT
hadi git annen şikayet et|0|OTHER
sivas kongresi ne katılan delegeler arasında yer aldı|0|OTHER
Ölünü yıkayan imam din değiştirir|1|RACIST
ha özel psikiyatri merkezi|1|INSULT
aslında eklerin hepsi bir zamanlar sözcüktü|0|OTHER
mültecilerin evleri de depremzedelere verilsin|1|INSULT
man kafa misin kac kere soyledim ya|1|INSULT
ancak bu gibi öğrenciler bundan sonraki eğitim öğretim sürelerinde her eğitim öğretim yılında başarılı olmak mecburiyetindedirler|1|INSULT
kalpsiz vicdansız|1|RACIST
o yurek mi yedin bu ne ozguven|1|INSULT
ne halin varsa gör|1|INSULT
sureyelileri kovun|1|PROFANITY
yüzün gözün çapak içinde|1|RACIST
Amerika görse Iraktan çekilir|0|OTHER
götünü eşek siksin|0|OTHER
hakem zenci futbolcuların itirazlarını dikkate almıyor|1|SEXIST
susadıklarında onlara su verdin|1|PROFANITY
Derslerimi seçtim.|1|PROFANITY
Kadının bildiğini garip de bilir|1|SEXIST
eşşoğlu eşeğin köpeği|0|OTHER
Beni siktir et demenin verdiği acıyı orospu çocukları bilmez|1|INSULT
Er kocarsa koç olur karı kocarsa hiç olur|1|INSULT
anlaşılan o ki< yazara. bir şeyler söylemeye. çalışıyorsun|1|SEXIST
cok gergin bir insansin hepimizi geriyorsun|1|INSULT
sınıfsız pezevenk|1|RACIST
hizmetçi gibi kadın adamı elinden kaçırmış|0|OTHER
Ruhsuzsun içi boş|1|RACIST
Çingeneler dilenci olur|0|OTHER
Yeni dönemde güzel projelere dahil olmak istiyorum.|1|SEXIST
Türkün Türkten başka dostu yoktur|0|OTHER
olağanüstü hassasiyet için ütünün uç kısmında konsantre buhar püskürtme özelliği|0|OTHER
Yiğidin sözü ölünceye kadar kendisi ölsün|0|OTHER
ayrıca saray kabinesinin de bir parçası haline gelir|1|SEXIST
bugün devlet ve millet olarak yaşadığımız birçok sorunun temelinde yatan faktörlerden birisi de budur|1|PROFANITY
tom asla boşanmak istemedi|1|SEXIST
Bir inşaat sesinden birde karı vızırtısından durulmaz|0|OTHER
seni domaltır sikmem rencide olursun|0|OTHER
Seni nasıl adam edicez bilmiyorum|1|INSULT
detaylı yasal düzen ve muhasebe sistemi|0|OTHER
yaşam şekli yaşam şekli hakkında fazla bilinmemekte|0|OTHER
gaddar kalpsiz|1|SEXIST
pin numarasını değiştirmek istiyorum|1|RACIST
bu hala bir sorundur|0|OTHER
Karımın çalışmasına izin vermem.|0|OTHER
Yunan komşu alacağıma zenci evlat edinirim|1|PROFANITY
bu onun& fikri değildi|0|OTHER
ailesinde diyabet obezite hipertansiyon olan kadınlar hamilelik öncesi ve sonrası kan şekeri değerini kontrol ettirmesi gerekir|1|PROFANITY
am düdüğü|1|RACIST
temizlikte evde altı kamyon çöp çıktığını kaydeden ersinler üç ay içerisinde kadının evi yeniden çöple doldurduğunu belirtti|1|PROFANITY
yarrak. hastası& orospu çocuğu|1|RACIST
her sakallı araptır|1|SEXIST
senin götünün astarını sikerim|0|OTHER
zenciler de hep mafya|1|RACIST
kız çocuğu dert oğlan çocuğu ödüldür|1|RACIST
şimdi& eve geri gitsen iyi- olur|1|PROFANITY
istanbulda cebine dikkat et|1|SEXIST
arap insanının eli uzundur|1|SEXIST
ananın leşinini sikeyim|0|OTHER
Kadınlar erkeklere hizmet etmelidir|1|PROFANITY
bebekle en çok kadın ilgilenmeli|1|RACIST
ancak tedavi için bu konuda uzmanlaşmış hekim ve kurumlara başvurulması gerekir|1|SEXIST
Senin yolunu yordamını sikerim|1|SEXIST
Ukraynalılar Ruslar Suriyeliler İranlılar Afrikalılar Afganlar ve hiçbir mülteci Türkiye vatandaşlığı almamalıdır|1|PROFANITY
adam dediğin karısının sözünden çıkmaz|1|PROFANITY
kadın arabası mı kullanıyorsun|1|RACIST
vitaminsiz orospu çocuğu|0|OTHER
düğün ne kadar kalabalık olursa olun yarrağı yiyen gelin olur|0|OTHER
gizli arap sevici yalaklar|1|SEXIST
kalıp sözler sıradan yaşama alışkanlıkları hayatın ilkesi|1|INSULT
yollarin kotu olmasi selalelerin yeterince ilgiyi cekememesine sebep olmaktadir|1|RACIST
kadın aklınla işlere karışma|1|INSULT
orman kaçkını|0|OTHER
Kara böcekler gibi dolaşıyorlar.|0|OTHER
Haysiyetten yoksun zavallı|1|INSULT
beyin bilgisayar arayüzü veya zihin makine arayüzü veya beyin makine arayüzü beyin ile dış bir cihaz arasındaki doğrudan iletişim yoludur|1|RACIST
mesleğinizde başarılı olmanın şartı o mesleği sevmektir|1|PROFANITY
şu koca kafalıya bak sen|1|PROFANITY
Fransızlar sömürgecidir|0|OTHER
sağ ayağına sokuyum senin adam gibi yürü|1|RACIST
seni boğaz köprüsünde sikerim hem Asya seyreder hem Avrupa|1|RACIST
çalıştay beş oturumdan oluşmuş ve bu oturumlarda konuyla ilgili ön altı bilim adamı konuşma yapmıştır|1|PROFANITY
